datetime,open,high,low,close,volume
2026-04-29 23:00:00,4551.495,4561.715,4549.335,4561.345,60
2026-04-30 00:00:00,4561.325,4573.825,4556.168,4569.585,60
2026-04-30 01:00:00,4569.555,4582.178,4564.275,4578.725,60
2026-04-30 02:00:00,4578.755,4581.595,4559.595,4564.625,60
2026-04-30 03:00:00,4564.515,4568.985,4555.458,4555.855,60
2026-04-30 04:00:00,4555.835,4556.755,4540.545,4541.785,60
2026-04-30 05:00:00,4541.725,4569.445,4541.638,4562.405,60
2026-04-30 06:00:00,4562.415,4591.425,4559.935,4589.345,60
2026-04-30 07:00:00,4589.185,4605.465,4584.655,4598.295,60
2026-04-30 08:00:00,4598.325,4629.545,4597.155,4616.115,60
2026-04-30 09:00:00,4616.155,4631.555,4614.348,4624.995,60
2026-04-30 10:00:00,4624.985,4646.705,4623.445,4639.475,60
2026-04-30 11:00:00,4639.475,4645.545,4626.525,4630.015,60
2026-04-30 12:00:00,4630.105,4639.845,4624.115,4639.415,60
2026-04-30 13:00:00,4639.435,4645.845,4610.348,4610.625,60
2026-04-30 14:00:00,4610.515,4625.825,4609.255,4619.535,60
2026-04-30 15:00:00,4619.515,4625.355,4611.065,4615.045,60
2026-04-30 16:00:00,4615.075,4617.548,4605.158,4607.398,60
2026-04-30 17:00:00,4607.355,4621.305,4607.305,4616.645,60
2026-04-30 18:00:00,4616.695,4625.045,4616.625,4622.275,60
2026-04-30 19:00:00,4622.295,4627.275,4614.318,4616.925,60
2026-04-30 20:00:00,4617.045,4622.315,4615.215,4622.035,60
2026-04-30 22:00:00,4624.875,4635.085,4623.675,4629.858,60
2026-04-30 23:00:00,4629.705,4633.885,4626.235,4626.395,60
2026-05-01 00:00:00,4626.305,4630.915,4618.335,4619.545,60
2026-05-01 01:00:00,4619.575,4622.045,4613.735,4620.765,60
2026-05-01 02:00:00,4620.725,4635.695,4616.235,4618.875,60
