detected_at,timeframe,zone_type,zone_top,zone_bottom,zone_height,atr_at_detection,close_at_detection,trend_1h,strength_1h,trend_5m,strength_5m,zone_5m_nearby,level_1h_nearby,confluence_score,result,move_favor,move_against,move_pips
2025-03-31T15:00:00+02:00,15m,demand,3100.22,3088.64,11.58,10.43,3102.41,bearish,0.035,bearish,1.046,False,True,1,broke,21.79,25.42,-25.42
2025-03-31T15:15:00+02:00,15m,supply,3102.57,3091.72,10.85,10.22,3076.99,,,bearish,0.498,False,False,0,broke,0.0,47.21,-47.21
2025-03-31T15:30:00+02:00,15m,supply,3102.57,3091.72,10.85,9.05,3076.99,,,bullish,0.353,False,False,0,broke,0.0,51.06,-51.06
2025-03-31T15:45:00+02:00,15m,demand,3102.57,3091.72,10.85,11.41,3118.09,,,bullish,0.095,False,True,1,respected,9.96,23.72,9.96
2025-03-31T16:00:00+02:00,15m,demand,3102.57,3091.72,10.85,11.99,3110.21,bullish,0.845,bearish,0.066,False,True,2,respected,17.84,15.84,17.84
2025-03-31T16:15:00+02:00,15m,demand,3102.57,3091.72,10.85,12.9,3122.11,,,bullish,0.216,False,True,1,respected,5.94,27.74,5.94
2025-03-31T16:30:00+02:00,15m,demand,3102.57,3091.72,10.85,13.62,3111.78,,,bullish,0.172,False,True,1,respected,16.27,17.41,16.27
2025-03-31T16:45:00+02:00,15m,demand,3102.57,3091.72,10.85,13.8,3119.67,,,bullish,0.197,False,True,1,respected,8.38,25.3,8.38
2025-03-31T17:00:00+02:00,15m,demand,3102.57,3091.72,10.85,14.6,3107.54,bullish,0.443,bullish,0.399,False,True,2,respected,20.51,13.17,20.51
2025-03-31T17:45:00+02:00,15m,demand,3102.57,3091.72,10.85,14.53,3119.78,,,bullish,0.117,False,True,1,respected,8.27,20.37,8.27
2025-03-31T18:00:00+02:00,15m,demand,3102.57,3091.72,10.85,13.8,3118.59,bearish,0.949,bearish,0.698,False,True,1,respected,9.46,19.18,9.46
2025-03-31T18:15:00+02:00,15m,demand,3102.57,3091.72,10.85,13.93,3117.41,,,bearish,0.197,False,True,1,respected,10.64,18.0,10.64
2025-03-31T18:30:00+02:00,15m,demand,3102.57,3091.72,10.85,13.75,3110.81,,,bullish,0.199,False,True,1,respected,17.24,11.4,17.24
2025-04-01T13:15:00+02:00,15m,demand,3129.09,3120.33,8.76,17.56,3149.09,,,bearish,0.307,False,True,1,broke,0.0,40.66,-40.66
2025-04-01T16:30:00+02:00,15m,demand,3129.09,3120.33,8.76,13.94,3149.09,,,bearish,0.815,False,False,0,broke,0.0,40.66,-40.66
2025-04-01T16:45:00+02:00,15m,demand,3129.09,3120.33,8.76,12.46,3149.09,,,bearish,0.444,False,False,0,broke,0.0,40.66,-40.66
2025-04-01T17:30:00+02:00,15m,demand,3129.09,3120.33,8.76,13.6,3146.73,,,bearish,0.097,True,False,1,broke,1.39,36.64,-36.64
2025-04-02T13:00:00+02:00,15m,demand,3130.06,3104.85,25.21,24.28,3154.38,bullish,0.944,bullish,0.038,False,True,2,respected,7.58,33.02,7.58
2025-04-02T13:15:00+02:00,15m,demand,3130.06,3104.85,25.21,23.69,3145.96,,,bullish,0.582,False,True,1,respected,16.0,24.6,16.0
2025-04-02T15:15:00+02:00,15m,demand,3132.43,3111.19,21.24,18.66,3151.46,,,bearish,0.133,False,True,1,respected,16.41,20.6,16.41
2025-04-03T15:30:00+02:00,15m,supply,3120.18,3098.67,21.51,22.85,3060.36,,,bearish,0.606,False,True,1,broke,6.2,104.53,-104.53
2025-04-03T15:45:00+02:00,15m,supply,3120.18,3098.67,21.51,22.43,3074.12,,,bullish,0.339,True,True,2,broke,19.96,90.77,-90.77
2025-04-03T16:00:00+02:00,15m,supply,3120.18,3098.67,21.51,23.33,3086.62,bearish,0.639,bearish,0.014,True,True,3,broke,32.46,78.27,-78.27
2025-04-03T17:00:00+02:00,15m,demand,3137.2,3107.96,29.24,26.59,3164.89,bullish,1.151,bullish,0.072,False,True,2,broke,0.0,110.73,-110.73
2025-04-03T17:15:00+02:00,15m,demand,3137.2,3107.96,29.24,25.87,3164.89,,,bearish,1.213,False,False,0,broke,0.0,110.73,-110.73
2025-04-03T17:45:00+02:00,15m,supply,3137.2,3107.96,29.24,29.71,3067.99,,,bearish,0.516,False,True,1,respected,13.83,65.63,13.83
2025-04-03T18:00:00+02:00,15m,supply,3137.2,3107.96,29.24,30.59,3099.17,bearish,0.825,bearish,0.555,False,True,2,respected,45.01,34.44,45.01
2025-04-03T18:15:00+02:00,15m,supply,3137.2,3107.96,29.24,30.55,3076.44,,,bullish,1.23,False,True,1,respected,22.28,57.17,22.28
2025-04-03T18:30:00+02:00,15m,supply,3137.2,3107.96,29.24,31.99,3055.39,,,bearish,0.388,False,True,1,respected,1.23,78.22,1.23
2025-04-03T18:45:00+02:00,15m,supply,3137.2,3107.96,29.24,32.49,3082.23,,,bearish,0.864,False,True,1,respected,22.24,51.38,22.24
2025-04-04T13:00:00+02:00,15m,supply,3136.72,3089.81,46.91,41.38,3062.02,bearish,0.727,bearish,0.879,False,True,2,respected,46.28,43.55,46.28
2025-04-06T14:30:00+02:00,15m,supply,3026.61,3008.64,17.97,15.72,2977.23,,,bullish,0.08,False,False,0,broke,0.0,57.84,-57.84
2025-04-06T14:45:00+02:00,15m,supply,3026.61,3008.64,17.97,15.0,2977.23,,,bearish,0.011,False,False,0,broke,0.0,57.84,-57.84
2025-04-06T15:00:00+02:00,15m,supply,3026.61,3010.29,16.32,16.27,3009.61,bearish,0.259,bullish,0.629,False,False,1,broke,27.32,25.46,-25.46
2025-04-06T16:15:00+02:00,15m,supply,3026.61,3010.29,16.32,13.92,2996.93,,,bearish,1.122,False,True,1,broke,14.63,38.14,-38.14
2025-04-06T16:45:00+02:00,15m,supply,3026.61,3010.29,16.32,13.67,3006.49,,,bullish,0.707,True,True,2,broke,24.2,28.58,-28.58
2025-04-06T17:00:00+02:00,15m,demand,3012.38,2995.18,17.2,15.45,3035.07,bullish,1.003,bearish,0.245,False,True,2,broke,0.0,52.78,-52.78
2025-04-06T17:15:00+02:00,15m,demand,3012.38,2995.18,17.2,14.41,3035.07,,,bearish,0.248,False,True,1,broke,0.0,52.78,-52.78
2025-04-06T17:30:00+02:00,15m,supply,3026.61,3008.64,17.97,16.51,2986.73,,,bullish,0.652,True,True,2,respected,4.44,24.1,4.44
2025-04-06T17:45:00+02:00,15m,supply,3026.61,3006.69,19.92,17.4,3002.15,,,bullish,0.252,True,True,2,respected,19.23,8.68,19.23
2025-04-07T13:00:00+02:00,15m,supply,3022.49,2992.3,30.19,25.5,2975.44,bullish,2.729,bearish,0.215,False,True,1,broke,18.9,59.65,-59.65
2025-04-07T13:15:00+02:00,15m,supply,3021.91,3001.62,20.3,23.47,2979.74,,,bullish,0.273,False,True,1,broke,23.2,55.35,-55.35
2025-04-08T17:15:00+02:00,15m,demand,2998.77,2979.35,19.42,18.28,3022.76,,,bearish,0.118,False,True,1,broke,0.0,52.66,-52.66
2025-04-08T18:15:00+02:00,15m,supply,3011.31,2991.4,19.91,20.01,2970.1,,,bullish,0.084,False,True,1,respected,0.0,34.85,0.0
2025-04-09T13:00:00+02:00,15m,demand,3046.5,3012.53,33.96,33.76,3099.71,bearish,2.12,bullish,0.607,False,False,0,broke,0.0,127.13,-127.13
2025-04-09T13:15:00+02:00,15m,demand,3046.5,3012.53,33.96,30.59,3099.71,,,bearish,0.43,False,False,0,broke,0.0,127.13,-127.13
2025-04-09T13:30:00+02:00,15m,demand,3017.48,2987.55,29.93,34.74,3019.61,,,bearish,0.625,False,True,1,broke,80.1,47.03,-47.03
2025-04-09T13:45:00+02:00,15m,demand,3046.5,3012.53,33.96,39.52,3099.71,,,bullish,1.511,False,True,1,broke,0.0,127.13,-127.13
2025-04-09T14:00:00+02:00,15m,demand,3017.48,2987.55,29.93,43.05,3021.99,bullish,3.207,bearish,0.814,False,True,2,broke,77.72,49.41,-49.41
2025-04-09T16:00:00+02:00,15m,demand,3056.38,3025.28,31.1,35.4,3095.64,bearish,0.262,bullish,0.03,False,False,0,broke,4.07,123.06,-123.06
2025-04-09T16:15:00+02:00,15m,demand,3046.5,3012.53,33.96,38.44,3047.79,,,bullish,0.711,True,True,2,broke,43.6,75.21,-75.21
2025-04-09T17:00:00+02:00,15m,supply,3056.38,3025.28,31.1,36.81,2972.58,bullish,3.379,bearish,1.356,False,False,0,broke,0.0,118.81,-118.81
2025-04-09T17:15:00+02:00,15m,supply,3056.38,3025.28,31.1,31.03,2972.58,,,bullish,0.286,False,False,0,broke,0.0,118.81,-118.81
2025-04-09T17:30:00+02:00,15m,supply,3056.38,3038.34,18.04,29.67,3026.3,,,bullish,0.232,False,False,0,broke,0.56,65.09,-65.09
2025-04-09T18:15:00+02:00,15m,demand,3046.5,3012.53,33.96,31.24,3080.13,,,bearish,0.034,False,False,0,respected,11.26,43.97,11.26
2025-04-10T13:00:00+02:00,15m,demand,3110.7,3084.02,26.69,22.71,3133.76,bearish,1.113,bullish,0.351,False,True,1,respected,57.63,27.0,57.63
2025-04-10T13:15:00+02:00,15m,demand,3110.7,3084.02,26.69,22.82,3126.12,,,bullish,0.346,False,True,1,respected,65.27,19.36,65.27
2025-04-10T13:30:00+02:00,15m,demand,3147.89,3118.61,29.28,26.02,3175.74,,,bullish,0.238,False,True,1,broke,15.65,68.99,-68.99
2025-04-10T13:45:00+02:00,15m,demand,3113.17,3081.58,31.59,29.74,3114.84,,,bearish,0.797,False,True,1,respected,76.55,7.39,76.55
2025-04-10T14:00:00+02:00,15m,demand,3113.17,3081.58,31.59,32.97,3157.53,bullish,1.26,bearish,0.355,False,True,2,respected,33.86,44.2,33.86
2025-04-10T14:15:00+02:00,15m,demand,3147.89,3112.27,35.63,35.07,3191.35,,,bullish,0.405,False,True,1,respected,0.04,78.02,0.04
2025-04-10T14:30:00+02:00,15m,demand,3147.89,3112.27,35.63,35.67,3167.35,,,bearish,0.67,False,True,1,respected,24.04,54.02,24.04
2025-04-10T14:45:00+02:00,15m,demand,3130.44,3086.92,43.52,36.3,3143.59,,,bullish,0.049,False,True,1,respected,47.8,30.26,47.8
2025-04-10T16:00:00+02:00,15m,demand,3147.89,3112.27,35.63,33.68,3191.39,bearish,0.489,bearish,0.281,False,True,1,respected,0.0,68.06,0.0
2025-04-10T16:15:00+02:00,15m,demand,3147.89,3112.27,35.63,30.61,3191.39,,,bearish,0.32,False,True,1,respected,0.0,68.06,0.0
2025-04-10T16:30:00+02:00,15m,demand,3147.89,3112.27,35.63,33.18,3148.17,,,bullish,0.066,False,True,1,respected,43.22,24.83,43.22
2025-04-10T18:15:00+02:00,15m,demand,3147.89,3118.61,29.28,25.11,3160.79,,,bearish,0.052,True,True,2,broke,30.6,82.23,-82.23
2025-04-11T13:00:00+02:00,15m,demand,3205.77,3190.2,15.56,13.52,3208.64,bullish,0.076,bullish,0.057,False,True,2,broke,36.83,23.68,-23.68
2025-04-11T13:30:00+02:00,15m,demand,3223.7,3206.33,17.37,15.65,3245.47,,,bullish,0.027,False,True,1,broke,0.0,60.51,-60.51
2025-04-11T13:45:00+02:00,15m,supply,3223.7,3204.75,18.94,19.64,3184.96,,,bearish,0.009,False,True,1,broke,0.0,55.48,-55.48
2025-04-11T14:00:00+02:00,15m,supply,3223.7,3204.75,18.94,18.96,3184.96,bearish,0.06,bearish,0.329,False,True,2,broke,0.0,55.48,-55.48
2025-04-11T14:15:00+02:00,15m,demand,3203.03,3186.77,16.26,20.61,3222.63,,,bullish,0.534,False,True,1,respected,17.81,16.51,17.81
2025-04-11T14:30:00+02:00,15m,demand,3204.49,3186.77,17.73,19.14,3223.5,,,bearish,0.185,False,True,1,respected,16.94,17.38,16.94
2025-04-11T14:45:00+02:00,15m,demand,3204.49,3186.77,17.73,19.17,3217.32,,,bearish,0.51,False,True,1,respected,23.12,11.2,23.12
2025-04-11T15:00:00+02:00,15m,demand,3205.77,3190.2,15.56,19.62,3232.55,bullish,0.347,bullish,0.585,False,True,2,respected,7.9,26.42,7.9
2025-04-11T15:15:00+02:00,15m,demand,3218.25,3195.57,22.68,19.62,3237.78,,,bullish,0.073,False,True,1,respected,0.62,31.65,0.62
2025-04-11T15:30:00+02:00,15m,demand,3205.77,3190.2,15.56,20.05,3210.1,,,bearish,0.145,False,True,1,respected,28.3,3.98,28.3
2025-04-11T16:00:00+02:00,15m,demand,3205.77,3190.2,15.56,20.48,3233.56,bullish,0.097,bullish,0.644,False,True,2,respected,4.84,23.2,4.84
2025-04-11T16:15:00+02:00,15m,demand,3205.77,3190.2,15.56,20.41,3221.96,,,bullish,0.443,False,True,1,respected,22.41,11.6,22.41
2025-04-11T16:45:00+02:00,15m,demand,3218.25,3195.57,22.68,19.91,3235.56,,,bullish,0.32,False,True,1,respected,9.91,25.2,9.91
2025-04-13T13:00:00+02:00,15m,supply,3227.66,3222.05,5.61,4.93,3214.8,bullish,0.047,bullish,0.182,False,True,1,respected,4.73,13.99,4.73
2025-04-13T13:15:00+02:00,15m,supply,3227.66,3222.05,5.61,4.83,3216.54,,,bearish,0.015,False,True,1,broke,6.47,13.41,-13.41
2025-04-13T13:30:00+02:00,15m,supply,3227.66,3222.05,5.61,4.74,3219.29,,,bullish,0.065,False,True,1,broke,9.22,10.66,-10.66
2025-04-13T14:15:00+02:00,15m,supply,3226.65,3220.07,6.58,6.07,3210.07,,,bearish,0.095,True,True,2,broke,0.0,19.88,-19.88
2025-04-13T14:30:00+02:00,15m,supply,3226.65,3220.07,6.58,5.85,3210.07,,,bearish,0.067,True,True,2,broke,0.0,19.88,-19.88
2025-04-13T15:00:00+02:00,15m,supply,3227.66,3222.05,5.61,6.63,3215.55,bullish,0.371,bearish,0.104,False,True,1,broke,5.48,14.4,-14.4
2025-04-13T15:15:00+02:00,15m,supply,3225.01,3217.57,7.43,6.81,3210.07,,,bullish,0.011,False,True,1,broke,0.0,19.88,-19.88
2025-04-13T15:30:00+02:00,15m,supply,3226.65,3220.07,6.58,7.34,3219.94,,,bullish,0.014,False,True,1,broke,9.66,10.01,-10.01
2025-04-13T16:45:00+02:00,15m,supply,3226.65,3220.07,6.58,8.85,3211.39,,,bearish,0.033,False,True,1,broke,0.31,18.56,-18.56
2025-04-14T13:30:00+02:00,15m,supply,3224.59,3213.01,11.57,12.25,3193.76,,,bullish,0.021,False,True,1,broke,0.0,51.99,-51.99
2025-04-14T14:00:00+02:00,15m,supply,3234.9,3217.25,17.64,16.52,3199.78,bearish,0.8,bearish,0.045,False,True,2,broke,6.02,45.97,-45.97
2025-04-14T14:15:00+02:00,15m,supply,3231.66,3213.49,18.16,16.75,3205.03,,,bearish,0.761,False,True,1,broke,11.27,40.72,-40.72
2025-04-14T14:45:00+02:00,15m,demand,3224.59,3205.46,19.13,17.39,3245.75,,,bullish,0.259,False,True,1,broke,0.0,51.99,-51.99
2025-04-14T15:00:00+02:00,15m,demand,3224.59,3205.46,19.13,16.9,3239.93,bearish,0.828,bearish,0.282,True,True,2,broke,1.17,46.17,-46.17
2025-04-14T16:00:00+02:00,15m,supply,3231.66,3213.49,18.16,18.2,3193.76,bullish,0.414,bullish,0.081,True,True,2,respected,0.0,36.85,0.0
2025-04-14T16:15:00+02:00,15m,supply,3231.66,3213.49,18.16,17.31,3193.76,,,bearish,0.242,True,True,2,respected,0.0,36.86,0.0
2025-04-14T16:30:00+02:00,15m,supply,3231.66,3213.49,18.16,18.4,3211.53,,,bearish,0.791,True,True,2,respected,13.69,19.5,13.69
2025-04-15T13:00:00+02:00,15m,demand,3221.81,3210.13,11.68,10.64,3230.41,bearish,0.064,bullish,0.767,False,True,1,respected,13.65,9.76,13.65
2025-04-15T13:15:00+02:00,15m,demand,3222.95,3210.13,12.82,10.75,3234.7,,,bullish,0.338,False,True,1,respected,9.36,14.05,9.36
2025-04-15T13:30:00+02:00,15m,demand,3221.81,3210.13,11.68,10.66,3233.01,,,bearish,0.537,False,True,1,respected,11.06,12.36,11.06
2025-04-15T13:45:00+02:00,15m,demand,3221.81,3210.13,11.68,10.57,3233.94,,,bearish,0.384,False,True,1,respected,10.13,13.28,10.13
2025-04-15T14:00:00+02:00,15m,demand,3221.81,3210.13,11.68,9.97,3230.31,bullish,0.225,bullish,0.182,False,True,2,respected,13.98,9.66,13.98
2025-04-16T13:45:00+02:00,15m,demand,3275.27,3251.71,23.56,26.33,3308.05,,,bearish,0.033,False,False,0,respected,49.77,26.61,49.77
2025-04-16T14:00:00+02:00,15m,demand,3275.27,3251.71,23.56,27.08,3296.87,bearish,0.239,bullish,1.247,False,False,0,respected,60.95,15.44,60.95
2025-04-16T14:15:00+02:00,15m,demand,3275.27,3251.71,23.56,27.02,3318.76,,,bearish,0.402,False,False,0,respected,39.06,37.32,39.06
2025-04-16T14:30:00+02:00,15m,demand,3275.27,3251.71,23.56,26.15,3307.85,,,bullish,0.045,False,False,0,respected,49.97,26.41,49.97
2025-04-16T14:45:00+02:00,15m,demand,3275.27,3251.71,23.56,24.42,3324.61,,,bearish,0.117,False,False,0,respected,33.21,43.18,33.21
2025-04-16T15:00:00+02:00,15m,demand,3275.27,3251.71,23.56,23.85,3302.04,bearish,0.477,bearish,0.572,False,False,0,respected,55.78,20.6,55.78
2025-04-16T15:15:00+02:00,15m,demand,3275.27,3251.71,23.56,27.04,3357.82,,,bullish,1.262,False,False,0,respected,0.0,76.38,0.0
2025-04-16T15:30:00+02:00,15m,demand,3275.27,3251.71,23.56,29.09,3300.09,,,bearish,0.066,False,False,0,respected,54.28,18.65,54.28
2025-04-16T15:45:00+02:00,15m,demand,3275.27,3251.71,23.56,25.46,3295.4,,,bearish,0.433,False,False,0,respected,58.96,13.96,58.96
2025-04-16T16:15:00+02:00,15m,demand,3275.27,3251.71,23.56,22.56,3307.82,,,bearish,0.186,False,False,0,respected,46.55,26.38,46.55
2025-04-16T16:30:00+02:00,15m,demand,3275.27,3251.71,23.56,23.15,3285.05,,,bullish,0.751,False,False,0,respected,69.32,3.61,69.32
2025-04-16T16:45:00+02:00,15m,demand,3275.27,3251.71,23.56,25.18,3316.97,,,bullish,0.001,False,False,0,respected,37.4,35.45,37.4
2025-04-16T17:00:00+02:00,15m,demand,3275.27,3251.71,23.56,26.1,3284.09,bearish,0.333,bearish,0.399,False,False,0,respected,70.28,0.77,70.28
2025-04-16T17:15:00+02:00,15m,demand,3275.27,3251.71,23.56,28.51,3316.17,,,bullish,0.517,False,False,0,respected,38.19,25.86,38.19
2025-04-16T17:30:00+02:00,15m,demand,3275.27,3251.71,23.56,29.44,3294.32,,,bullish,1.054,False,False,0,respected,60.05,4.01,60.05
2025-04-17T13:15:00+02:00,15m,supply,3335.2,3318.13,17.07,18.78,3291.15,,,bullish,0.716,True,True,2,broke,1.93,50.57,-50.57
2025-04-17T13:30:00+02:00,15m,demand,3318.06,3299.07,18.98,19.0,3338.51,,,bullish,0.888,False,True,1,broke,1.64,49.29,-49.29
2025-04-20T14:30:00+02:00,15m,supply,3349.4,3345.41,3.99,3.52,3340.99,,,bearish,0.022,True,True,2,broke,0.0,9.72,-9.72
2025-04-20T17:00:00+02:00,15m,demand,3345.82,3341.61,4.2,4.5,3350.17,bullish,0.031,bearish,0.132,False,True,2,broke,0.83,9.18,-9.18
2025-04-20T17:15:00+02:00,15m,demand,3345.82,3341.61,4.2,4.54,3347.97,,,bearish,0.005,False,True,1,broke,3.02,6.98,-6.98
2025-04-21T13:00:00+02:00,15m,demand,3375.72,3355.12,20.6,22.18,3377.3,bearish,1.53,bullish,0.968,False,False,0,broke,56.56,29.72,-29.72
2025-04-21T13:15:00+02:00,15m,demand,3375.72,3355.12,20.6,24.03,3402.67,,,bullish,1.551,False,False,0,broke,31.19,55.09,-55.09
2025-04-21T13:30:00+02:00,15m,demand,3375.72,3355.12,20.6,25.12,3386.89,,,bearish,0.678,False,True,1,broke,46.97,39.31,-39.31
2025-04-21T14:30:00+02:00,15m,demand,3389.76,3358.64,31.12,28.04,3426.08,,,bearish,0.072,True,True,2,respected,8.91,57.53,8.91
2025-04-21T14:45:00+02:00,15m,demand,3389.76,3358.64,31.12,28.56,3411.87,,,bearish,0.543,True,True,2,respected,23.12,43.32,23.12
2025-04-21T16:00:00+02:00,15m,demand,3401.3,3366.56,34.75,30.34,3431.2,bearish,0.327,bullish,1.148,False,True,1,respected,13.1,55.56,13.1
2025-04-21T16:15:00+02:00,15m,demand,3389.76,3358.64,31.12,28.7,3401.05,,,bearish,0.583,False,True,1,respected,43.25,25.4,43.25
2025-04-21T16:30:00+02:00,15m,demand,3389.76,3358.64,31.12,27.5,3415.39,,,bearish,0.0,False,True,1,respected,28.91,39.75,28.91
2025-04-21T17:30:00+02:00,15m,demand,3389.76,3358.64,31.12,26.03,3427.49,,,bearish,0.55,False,True,1,respected,16.81,51.84,16.81
2025-04-21T18:30:00+02:00,15m,demand,3389.76,3358.64,31.12,26.57,3428.87,,,bullish,0.173,False,True,1,respected,15.43,24.01,15.43
2025-04-22T14:00:00+02:00,15m,supply,3413.62,3381.44,32.19,35.52,3346.61,bullish,1.626,bearish,1.395,False,True,1,broke,30.63,113.39,-113.39
2025-04-22T15:00:00+02:00,15m,demand,3413.62,3381.44,32.19,40.39,3450.52,bullish,2.833,bearish,1.125,False,True,2,broke,1.37,134.54,-134.54
2025-04-22T15:30:00+02:00,15m,supply,3423.22,3370.35,52.87,45.49,3315.98,,,bullish,1.917,True,True,2,respected,0.0,112.69,0.0
2025-04-22T15:45:00+02:00,15m,supply,3423.22,3370.35,52.87,46.36,3365.73,,,bullish,1.005,True,True,2,respected,49.75,62.93,49.75
2025-04-22T16:45:00+02:00,15m,supply,3445.98,3396.67,49.32,44.32,3354.53,,,bearish,0.254,True,True,2,respected,38.55,74.13,38.55
2025-04-22T17:00:00+02:00,15m,supply,3445.98,3396.67,49.32,46.15,3382.07,bearish,0.605,bearish,0.174,True,True,3,respected,66.09,46.59,66.09
2025-04-22T18:00:00+02:00,15m,supply,3423.22,3370.35,52.87,44.14,3315.98,bullish,1.392,bearish,2.103,True,True,2,respected,0.0,112.69,0.0
2025-04-22T18:15:00+02:00,15m,supply,3445.98,3396.67,49.32,43.22,3315.98,,,bearish,0.279,False,True,1,respected,0.0,112.69,0.0
2025-04-22T18:30:00+02:00,15m,supply,3445.98,3396.67,49.32,45.08,3393.77,,,bullish,1.032,False,True,1,respected,38.64,34.89,38.64
2025-04-23T15:00:00+02:00,15m,demand,3348.81,3319.06,29.76,31.09,3386.64,bullish,0.615,bullish,0.173,False,False,1,broke,0.0,115.12,-115.12
2025-04-23T16:45:00+02:00,15m,supply,3348.81,3319.06,29.76,30.13,3275.06,,,bullish,0.269,False,True,1,broke,3.54,111.58,-111.58
2025-04-23T17:45:00+02:00,15m,supply,3348.81,3319.06,29.76,42.72,3277.6,,,bullish,0.111,False,True,1,broke,4.14,109.04,-109.04
2025-04-24T14:15:00+02:00,15m,demand,3350.06,3332.38,17.68,16.38,3365.05,,,bullish,0.148,False,False,0,broke,5.73,47.49,-47.49
2025-04-24T16:00:00+02:00,15m,demand,3350.06,3332.38,17.68,15.85,3370.54,bullish,0.492,bearish,0.233,False,False,1,broke,0.24,52.98,-52.98
2025-04-24T16:15:00+02:00,15m,demand,3340.64,3326.61,14.03,16.86,3348.79,,,bearish,0.365,False,True,1,broke,19.86,31.22,-31.22
2025-04-24T18:45:00+02:00,15m,demand,3348.76,3326.61,22.14,18.57,3368.18,,,bearish,1.086,False,True,1,respected,2.6,30.47,2.6
2025-04-25T14:30:00+02:00,15m,supply,3315.79,3291.89,23.9,21.89,3267.26,,,bullish,0.627,True,True,2,broke,1.99,95.97,-95.97
2025-04-25T15:00:00+02:00,15m,demand,3321.44,3291.89,29.56,26.05,3363.23,bullish,0.105,bearish,0.142,True,True,3,broke,0.0,95.04,-95.04
2025-04-25T15:15:00+02:00,15m,demand,3315.79,3291.89,23.9,23.88,3329.54,,,bearish,0.335,True,True,2,broke,33.69,63.08,-63.08
2025-04-27T13:00:00+02:00,15m,supply,3326.59,3321.93,4.65,7.5,3314.65,bullish,0.375,bearish,0.077,False,False,0,respected,15.87,5.85,15.87
2025-04-27T13:15:00+02:00,15m,supply,3327.04,3320.01,7.02,7.74,3310.27,,,bullish,0.112,False,False,0,respected,11.49,10.24,11.49
2025-04-27T13:30:00+02:00,15m,supply,3327.04,3320.01,7.02,7.71,3305.8,,,bearish,0.254,False,False,0,respected,7.02,14.71,7.02
2025-04-27T13:45:00+02:00,15m,supply,3327.04,3320.01,7.02,7.78,3306.93,,,bullish,0.009,False,False,0,respected,8.15,13.58,8.15
2025-04-27T16:15:00+02:00,15m,supply,3317.32,3310.01,7.31,6.93,3302.17,,,bullish,0.041,False,True,1,broke,3.39,28.98,-28.98
2025-04-27T17:30:00+02:00,15m,supply,3317.32,3310.01,7.31,7.96,3301.67,,,bearish,0.149,False,True,1,broke,2.89,29.48,-29.48
2025-04-27T17:45:00+02:00,15m,supply,3317.32,3310.01,7.31,7.96,3299.17,,,bullish,0.026,False,True,1,broke,0.39,31.98,-31.98
2025-04-27T18:00:00+02:00,15m,supply,3317.32,3310.01,7.31,7.48,3303.88,bullish,0.216,bullish,0.102,False,True,1,broke,5.1,27.27,-27.27
2025-04-27T18:30:00+02:00,15m,supply,3317.32,3310.01,7.31,7.55,3302.54,,,bearish,0.319,True,True,2,broke,3.76,28.61,-28.61
2025-04-27T18:45:00+02:00,15m,supply,3317.32,3310.01,7.31,7.46,3299.43,,,bearish,0.171,True,True,2,broke,0.65,31.72,-31.72
2025-04-28T14:30:00+02:00,15m,demand,3324.9,3299.32,25.58,23.48,3351.91,,,bearish,0.674,False,True,1,broke,1.21,71.38,-71.38
2025-04-28T14:45:00+02:00,15m,demand,3317.15,3296.62,20.53,22.3,3320.41,,,bearish,0.968,True,True,2,broke,24.47,39.88,-39.88
2025-04-28T17:30:00+02:00,15m,demand,3317.15,3296.62,20.53,20.47,3344.46,,,bearish,0.457,True,True,2,broke,8.28,55.86,-55.86
2025-04-29T14:30:00+02:00,15m,supply,3333.78,3322.36,11.42,9.87,3318.57,,,bearish,0.203,False,True,1,respected,18.79,12.45,18.79
2025-04-30T13:00:00+02:00,15m,supply,3311.59,3296.34,15.25,13.82,3283.76,bearish,1.265,bearish,0.258,False,True,2,broke,10.98,44.28,-44.28
2025-04-30T18:00:00+02:00,15m,demand,3296.01,3277.87,18.14,17.04,3328.04,bearish,0.163,bearish,0.151,False,True,1,broke,0.0,60.95,-60.95
2025-04-30T18:15:00+02:00,15m,demand,3296.01,3277.87,18.14,16.73,3328.04,,,bullish,0.2,False,True,1,broke,0.0,60.95,-60.95
2025-05-01T15:45:00+02:00,15m,demand,3259.14,3242.05,17.09,16.15,3273.78,,,bearish,0.867,False,True,1,broke,2.61,71.5,-71.5
2025-05-01T16:00:00+02:00,15m,demand,3259.14,3242.05,17.09,16.67,3261.76,bearish,0.427,bullish,0.023,False,True,1,broke,14.63,59.49,-59.49
2025-05-01T16:30:00+02:00,15m,supply,3259.14,3242.05,17.09,18.15,3224.22,,,bullish,0.121,True,True,2,broke,21.94,52.17,-52.17
2025-05-01T16:45:00+02:00,15m,demand,3248.58,3227.5,21.08,21.33,3268.04,,,bearish,0.524,False,False,0,broke,8.35,65.76,-65.76
2025-05-01T17:30:00+02:00,15m,supply,3262.42,3235.93,26.48,24.76,3204.1,,,bullish,0.41,True,True,2,broke,0.36,72.29,-72.29
2025-05-01T17:45:00+02:00,15m,supply,3259.14,3242.05,17.09,25.97,3239.05,,,bearish,0.039,True,True,2,broke,30.15,37.34,-37.34
2025-05-02T13:45:00+02:00,15m,supply,3262.77,3246.11,16.65,14.8,3222.86,,,bullish,0.346,False,True,1,respected,0.0,42.09,0.0
